Identifiant espace vert,Nom de l'espace vert,Typologie d'espace vert,Cat?gorie,Adresse - type voie,Adresse - Libell? voie,Code postal,Surface calcul?e,Superficie totale r?elle,Surface horticole,Pr?sence cloture,P?rim?tre,Nombre d'entit?s,Ouverture 24h_24h
11906,JARDINIERE VERTICALE DU 5 AVENUE AMBROISE RENDU,Murs v?g?talis?s,Murs vegetalises,AVENUE,AMBROISE RENDU,75019,3,,,Non,,0,
675,JARDINET DU REGARD DES MAUXINS,Jardinets d?coratifs,Jardinet,AVENUE DE LA,PORTE DES LILAS,75019,368,375,,Oui,78.42532914,1,Non
11201,JARDINIERE VERTICALE DU 23 AVENUE RENE FONCK,Murs v?g?talis?s,Murs vegetalises,AVENUE,RENE FONCK,75019,82,,,Non,235.4061605,1,
11200,JARDINIERE VERTICALE DU 70 RUE DE MEAUX,Murs v?g?talis?s,Murs vegetalises,RUE DE,MEAUX,75019,5,,,Non,26.7976459,1,
925,CIMETIERE DE LA VILLETTE,Cimeti?res,Cimeti?re,RUE D',HAUTPOUL,75019,13493,11300,,Oui,588.902573,1,Non
11481,TALUS RUE ALEXANDER FLEMING (CITE LE BELVEDERE),D?corations sur la voie publique,Talus,RUE,ALEXANDER FLEMING,75019,686,735,735,Non,302.4390079,2,
11506,DECORATION DU ROND-POINT PORTE DE LA VILLETTE,P?riph?rique,Decoration,PLACE,AUGUSTE BARON,75019,2768,2922,2922,Non,360.5834324,2,
11522,JARDIN PARTAGE LE MOISSONNEUR DES LILAS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,AVENUE DE LA,PORTE DES LILAS,75019,234,226,226,Oui,104.6710418,5,Non
11534,JARDINIERE VERTICALE DE L'IMPASSE PETIN,Murs v?g?talis?s,Murs vegetalises,RUE DES,BOIS,75019,3,,,Non,13.92556489,1,
724,24-05,P?riph?rique,Talus,,,75019,729,,,Non,206.8226535,1,
11907,JARDINIERE VERTICALE DU 24 RUE GEORGES THILL,Murs v?g?talis?s,Murs vegetalises,RUE,GEORGES THILL,75019,,,,Non,,8,
11940,JARDINIERE DE LA RUE LALLY-TOLLENDAL,D?corations sur la voie publique,Jardiniere,RUE,LALLY-TOLLENDAL,75019,124,120,120,Non,,4,
659,PROMENADE AMALIA RODRIGUES,Promenades ouvertes,Promenade,RUE DES,MARCHAIS,75019,16189,15047,12275,Non,1140.754204,1,Oui
671,SQUARE EUGENIE COTTON,Promenades ouvertes,Square,RUE,COMPANS,75019,1485,1450,790,Oui,258.0264726,1,Non
664,MAIL MARCEL ACHARD,Promenades ouvertes,Mail,RUE,HECTOR GUIMARD,75019,4800,5323,1917,Non,373.4416323,1,Oui
673,SQUARE CLAUDE BERNARD,Promenades ouvertes,Square,BOULEVARD,MACDONALD,75019,10075,10100,9210,Oui,599.793375,1,Non
11189,JARDINIERE VERTICALE DU 181 AVENUE JEAN JAURES,Murs v?g?talis?s,Murs vegetalises,AVENUE,JEAN JAURES,75019,20,,,Non,18.65244642,1,
11196,JARDINIERE VERTICALE DU 43 AVENUE JEAN JAURES,Murs v?g?talis?s,Murs vegetalises,AVENUE,JEAN JAURES,75019,19,,,Non,66.85649382,1,
11483,JARDINIERE IMPASSE PETIN,D?corations sur la voie publique,Jardiniere,RUE DES,BOIS,75019,15,20,20,Non,17.47533131,1,
11524,JARDIN PARTAGE COLMAR-THIONVILLE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,COLMAR,75019,352,356,356,Oui,85.30402879,1,Non
11533,JARDINIERE VERTICALE DU 71 QUAI DE LA SEINE,Murs v?g?talis?s,Murs vegetalises,QUAI DE LA,SEINE,75019,1,,,Non,13.38546249,1,
11548,27-00,P?riph?rique,Talus,,,75019,796,,,Non,198.0426443,1,
651,SQUARE SERGE REGGIANI,Promenades ouvertes,Square,PLACE DE,BITCHE,75019,1815,1800,1117,Oui,185.1010269,1,Oui
923,TALUS (SNCF) RUE ANDRE DANJON,Jardinets d?coratifs,Talus,RUE,PETIT,75019,1024,920,,Oui,271.7945243,1,Non
10969,JARDIN SERGE GAINSBOURG,Promenades ouvertes,Jardin,AVENUE DE LA,PORTE DES LILAS,75019,15244,15235,,Oui,786.6427501,1,Oui
11472,"JARDINIERE DU BOULEVARD SERURIER ""EGLISE SAINTE-CLAIRE""",D?corations sur la voie publique,Jardiniere,BOULEVARD,SERURIER,75019,34,45,45,Non,23.06943959,1,
11471,JARDINIERES DE L'AVENUE DE LA PORTE DE PANTIN,D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE DE PANTIN,75019,1267,1250,1250,Non,435.8158209,4,
11542,24-04,P?riph?rique,Talus,,,75019,1411,,,Non,278.0218558,1,
11544,26-00,P?riph?rique,Talus,,,75019,4128,,,Non,1053.182798,1,
11518,JARDIN PARTAGE DE LA RUE HENRI RIBIERE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,JEAN QUARRE,75019,239,80,80,Oui,64.12010931,1,Non
665,SQUARE MARCEL MOULOUDJI,Promenades ouvertes,Square,RUE,PIERRE REVERDY,75019,2743,2888,895,Oui,218.689701,1,Non
11216,PROMENADE DE LA FORET LINEAIRE,Promenades ouvertes,Promenade,QUAI DU,LOT,75019,10491,11250,,Non,742.9796962,1,Oui
10901,JARDINIERE DU PASSAGE DES FOURS A CHAUX,D?corations sur la voie publique,Jardiniere,PASSAGE DES,FOURS A CHAUX,75019,20,24,24,Non,18.57234538,1,
10704,JARDINIERE ANGLE DES RUES LABOIS-ROUILLON - CURIAL,D?corations sur la voie publique,Jardiniere,RUE,CURIAL,75019,60,64,64,Non,38.63077638,1,
11512,JARDIN PARTAGE DE LA BUTTE BERGEYRE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,GEORGES LARDENNOIS,75019,282,270,270,Oui,72.59165673,1,Non
11525,JARDIN PARTAGE DE LA PLACE MARCEL ACHARD,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,HECTOR GUIMARD,75019,147,250,250,Oui,51.89867664,1,Non
11527,JARDIN PARTAGE DE LA RUE JULES ROMAINS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,JULES ROMAINS,75019,89,45,45,Oui,57.8287382,1,Non
11531,JARDINIERE VERTICALE DU 39 QUAI DE LA SEINE,Murs v?g?talis?s,Murs vegetalises,QUAI DE LA,SEINE,75019,1,,,Non,12.89955514,1,
11827,JARDINIERES DE L'AVENUE CORENTIN CARIOU,D?corations sur la voie publique,Jardiniere,AVENUE DE,FLANDRE,75019,177,105,105,Non,76.14053771,1,
11941,JARDINIERES DE LA RUE EUGENE JUMIN,D?corations sur la voie publique,Jardiniere,RUE,EUGENE JUMIN,75019,113,110,110,Non,,6,
653,SQUARE DE LA BUTTE DU CHAPEAU ROUGE,Promenades ouvertes,Square,BOULEVARD D,ALGERIE,75019,47014,46880,32006,Oui,922.257834,1,Non
660,SQUARE RUE PETIT,Promenades ouvertes,Square,RUE,PETIT,75019,1779,1800,,Oui,173.2076867,1,Non
11256,JARDINIERES DU 71 QUAI DE LA SEINE,D?corations sur la voie publique,Jardiniere,QUAI DE LA,SEINE,75019,20,20,20,Non,18.67053428,1,
11195,JARDINIERE VERTICALE DU 29 ALLEE DARIUS MILHAUD,Murs v?g?talis?s,Murs vegetalises,ALLEE,DARIUS MILHAUD,75019,97,,,Non,313.8473292,1,
11466,JARDINIERE ANGLE DES RUES CURIAL - CRIMEE,D?corations sur la voie publique,Jardiniere,RUE DE,CRIMEE,75019,28,30,30,Non,21.49736635,1,
11486,JARDINET ANGLE DES RUES CURIAL ET TESSIER,D?corations sur la voie publique,Jardinet,RUE,CURIAL,75019,724,1050,1050,Non,118.2876648,1,
11515,JARDIN PARTAGE FESSART,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,FESSART,75019,351,395,395,Oui,77.1307576,1,Non
11198,JARDINIERE VERTICALE DU 59 AVENUE DU BELVEDERE,Murs v?g?talis?s,Murs vegetalises,AVENUE DU,BELVEDERE,75019,66,,,Non,516.4743591,1,
11904,JARDINIERES PASSAGE DE VERDUN,D?corations sur la voie publique,Jardiniere,PASSAGE DE,VERDUN,75019,9,,,Non,,0,
10724,JARDINIERES DE LA RUE HENRI NOGUERES,D?corations sur la voie publique,Jardiniere,AVENUE,JEAN JAURES,75019,69,90,90,Non,88.19731189,2,
11469,JARDINIERES DE LA RUE CHARLES MONSELET,D?corations sur la voie publique,Jardiniere,RUE,CHARLES MONSELET,75019,273,225,225,Non,133.7831592,2,
11550,28-00,P?riph?rique,Talus,,,75019,961,,,Non,335.0832329,1,
11938,JARDINIERE DE LA RUE AUGUSTIN THIERRY,D?corations sur la voie publique,Jardiniere,RUE,AUGUSTIN THIERRY,75019,40,45,45,Non,,1,
661,SQUARE DE LA MARSEILLAISE,Promenades ouvertes,Square,AVENUE DE LA,PORTE CHAUMONT,75019,9274,9714,8034,Oui,536.1865667,1,Non
662,SQUARE DU REGARD DE LA LANTERNE,Promenades ouvertes,Square,RUE,AUGUSTIN THIERRY,75019,994,994,726,Oui,131.3981627,1,Non
11188,JARDINIERE VERTICALE DU 16 AVENUE RENE FONCK,Murs v?g?talis?s,Murs vegetalises,AVENUE,RENE FONCK,75019,9,,,Non,18.29472276,1,
10954,JARDINETS DU PONT DE LA MOSELLE,D?corations sur la voie publique,Jardinet,QUAI DE LA,LOIRE,75019,225,205,205,Non,84.81845963,2,
11282,JARDIN PARTAGE CAMBRAI - CITE MICHELET,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,CURIAL,75019,1101,1140,1140,Oui,141.0619165,1,Non
11514,JARDIN PARTAGE JARDINS DES PETITS PASSAGES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,PETIT,75019,211,226,226,Oui,59.44363869,1,Non
728,25-00,P?riph?rique,Talus,,,75019,2378,,,Non,304.6412178,1,
11789,PROMENADE DE LA FORET LINEAIRE NORD,Promenades ouvertes,Promenade,QUAI DU,LOT,75019,13018,13000,,Oui,628.4097401,1,Non
654,JARDIN D'IMMEUBLES GRENADE,Promenades ouvertes,Jardin d'immeubles,RUE DE LA,MARSEILLAISE,75019,6593,6120,2976,Non,625.1059165,1,Oui
725,24-06,P?riph?rique,Talus,,,75019,605,,,Non,253.9843204,1,
11939,JARDINIERE DE LA RUE COMPANS,D?corations sur la voie publique,Jardiniere,RUE,COMPANS,75019,47,45,45,Non,,1,
10900,JARDINIERES DE L'ALLEE ARTHUR HONEGGER,D?corations sur la voie publique,Jardiniere,ALLEE,ARTHUR HONEGGER,75019,1472,1400,1400,Non,158.7243777,7,
666,JARDIN DE LA RUE REBEVAL,Promenades ouvertes,Jardin,RUE,REBEVAL,75019,1559,1660,935,Oui,179.626155,1,Non
656,SQUARE DAMPIERRE - ROUVET,Promenades ouvertes,Square,RUE,DAMPIERRE,75019,950,1270,961,Oui,121.2132054,1,Non
11027,JARDINIERES DE L'ALLEE DARIUS MILHAUD,D?corations sur la voie publique,Jardiniere,ALLEE,DARIUS MILHAUD,75019,1013,1000,1000,Non,320.906038,15,
10776,JARDINET DU SQUARE SIMON BOLIVAR,D?corations sur la voie publique,Jardinet,SQUARE,BOLIVAR,75019,309,354,354,Non,83.91738511,1,
11473,JARDINIERES DE LA CITE DE LA MUSIQUE,D?corations sur la voie publique,Jardiniere,BOULEVARD,MACDONALD,75019,318,320,320,Non,160.4361079,2,
11509,JARDIN PARTAGE LA SERRE AUX LEGUMES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,AVENUE DE,FLANDRE,75019,755,687,687,Oui,112.8303002,1,Non
11511,JARDIN PARTAGE DE LA RUE DU MAROC,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DU,MAROC,75019,457,250,250,Oui,101.0936953,1,Non
11523,JARDIN PARTAGE LE PETIT JARDIN DE LA PLACE DES FETES,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DES,LILAS,75019,167,160,160,Oui,56.99594926,1,Non
11540,24-01,P?riph?rique,Talus,,,75019,1411,,,Non,223.0424928,1,
11541,24-03,P?riph?rique,Talus,,,75019,320,,,Non,154.3700786,1,
677,JARDINET PLACE DU GENERAL INGOLD,Jardinets d?coratifs,Jardinet,RUE DE,BELLEVILLE,75019,579,578,,Oui,102.8723705,1,Non
11110,JARDINIERES DE LA RUE ADOLPHE MILLE,D?corations sur la voie publique,Jardiniere,RUE,ADOLPHE MILLE,75019,706,650,650,Non,186.7989569,3,
11224,JARDIN CURIAL - CITE MICHELET,Promenades ouvertes,Jardin,RUE,CURIAL,75019,5251,5400,,Oui,395.2495319,1,Non
11031,JARDINIERE DE LA RUE FESSART,D?corations sur la voie publique,Jardiniere,RUE,FESSART,75019,30,28,28,Non,23.96559337,1,
11464,PROMENADE DU QUAI DE LA GIRONDE,Promenades ouvertes,Promenade,QUAI DE LA,GIRONDE,75019,1896,1800,,Non,275.2899617,1,Oui
10899,JARDINIERE DU SQUARE DU PETIT BOIS,D?corations sur la voie publique,Jardiniere,ALLEE,DARIUS MILHAUD,75019,232,244,244,Non,110.3677643,1,
11480,JARDINIERE RUE RENE FONCK (HOTEL B&B),D?corations sur la voie publique,Jardiniere,AVENUE,RENE FONCK,75019,163,159,159,Non,61.69347955,1,
10069,DECORATION DU ROND-POINT PORTE D'AUBERVILLIERS,P?riph?rique,Decoration,PLACE,SKANDERBEG,75019,5018,4573,4573,Non,253.9950164,1,
11520,JARDIN PARTAGE 6-8 RUE DE L'OURCQ,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE L',OURCQ,75019,263,198,198,Oui,72.11216729,1,Non
733,27-03,P?riph?rique,Talus,,,75019,2945,,,Non,244.9884751,1,
734,27-05,P?riph?rique,Talus,,,75019,4458,,,Non,948.9036752,1,
11193,JARDINIERE VERTICALE DU 22 RUE DU CHEMIN DE FER,Murs v?g?talis?s,Murs vegetalises,RUE DU,CHEMIN DE FER,75019,12,,,Non,34.59811693,1,
10902,JARDINIERE RUE DE MEAUX,D?corations sur la voie publique,Jardiniere,RUE DE,MEAUX,75019,84,30,30,Non,39.34810339,1,
10891,JARDINET DE LA PLACE RHIN ET DANUBE,D?corations sur la voie publique,Jardinet,PLACE,RHIN ET DANUBE,75019,182,205,205,Non,56.66786381,1,
11478,JARDINIERES T3 RUE DE LA CLOTURE - BD MACDONALD,D?corations sur la voie publique,Jardiniere,RUE DE LA,CLOTURE,75019,3293,3300,3300,Non,898.3344203,4,
11487,TALUS PASSERELLE PERIPHERIQUE FOL NORD,D?corations sur la voie publique,Talus,VOIE,DJ/19,75019,807,1780,1780,Non,144.2659706,1,
11517,JARDIN PARTAGE ESPACE COULEURS ET SENTEURS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DU,MAROC,75019,498,530,530,Oui,126.5678365,1,Non
11526,JARDIN PARTAGE DU 38 QUAI DE LA MARNE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,QUAI DE LA,MARNE,75019,1054,1050,1050,Oui,182.9455763,1,Non
11529,JARDIN PARTAGE DU JARDIN HEROLD,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,FRANCIS PONGE,75019,846,714,714,Oui,389.1181058,1,Non
723,24-02,P?riph?rique,Talus,,,75019,4471,,,Non,1245.564737,1,
11546,27-01,P?riph?rique,Talus,,,75019,1333,,,Non,712.0350009,1,
11467,JARDINIERES DE L'AVENUE DE LA PORTE DES LILAS,D?corations sur la voie publique,Jardiniere,AVENUE DE LA,PORTE DES LILAS,75019,163,325,325,Non,102.759646,3,
11823,JARDINIERES DE LA PLACETTE CRIMEE,D?corations sur la voie publique,Jardiniere,PLACE DES,FETES,75019,165,160,160,Non,,3,
11909,JARDINIERE VERTICALE DU 5 RUE DE CAMBRAI,Murs v?g?talis?s,Murs vegetalises,RUE DE,CAMBRAI,75019,,,,Non,,1,
669,SQUARE DU QUAI DE LA LOIRE,Promenades ouvertes,Square,QUAI DE LA,LOIRE,75019,1128,900,156,Oui,183.5889397,1,Oui
10903,JARDINIERE ANGLE DES RUES D'AUBERVILLIERS - RIQUET,D?corations sur la voie publique,Jardiniere,RUE D',AUBERVILLIERS,75019,40,33,33,Non,37.34180641,1,
10905,PLATE-BANDE DE LA RUE EUGENIE COTTON,D?corations sur la voie publique,Plate-bande,RUE,EUGENIE COTTON,75019,183,216,216,Non,247.1472781,5,
11507,PLATE-BANDES DE LA ROUTE DES PETITS PONTS,D?corations sur la voie publique,Plate-bande,ROUTE DES,PETITS PONTS,75019,344,325,325,Non,301.171449,3,
11774,PROMENADE PC 19 - JEAN JAURES - DAMPIERRE,Jardins privatifs,Promenade,QUAI DE LA,MARNE,75019,10517,,,Oui,1686.467141,1,Non
11905,JARDINIERE VERTICALE DU 2 PASSAGE DE VERDUN,Murs v?g?talis?s,Murs vegetalises,PASSAGE DE,VERDUN,75019,4,,,Non,,0,
679,TALUS RUES LARDENNOIS - CHAUFOURNIERS,Jardinets d?coratifs,Talus,RUE,GEORGES LARDENNOIS,75019,2664,2390,,Oui,252.1249377,1,Non
11255,JARDINIERES DU 39 QUAI DE LA SEINE,D?corations sur la voie publique,Jardiniere,QUAI DE LA,SEINE,75019,19,20,20,Non,30.73738914,2,
10953,JARDINIERE DE L'ANGLE RUE D'AUBERVILLIERS-BOULEVARD MACDONALD,D?corations sur la voie publique,Jardiniere,BOULEVARD,MACDONALD,75019,183,180,180,Non,75.33393679,1,
11482,JARDINET DU REGARD DE BERNAGE,D?corations sur la voie publique,Jardinet,RUE,ALEXANDER FLEMING,75019,364,355,355,Non,91.19382823,1,
11521,JARDIN PARTAGE 238-240 BOULEVARD DE LA VILLETTE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,BOULEVARD DE LA,VILLETTE,75019,367,400,400,Oui,78.81803042,1,Non
11549,27-02,P?riph?rique,Talus,,,75019,3941,,,Non,1010.122494,1,
11744,TALUS DE LA PORTE DE LA VILLETTE,P?riph?rique,Talus,AVENUE DE LA,PORTE DE LA VILLETTE,75019,1313,1300,1300,Non,176.2426869,1,
11788,PROMENADE RUE D'AUBERVILLIERS,Promenades ouvertes,Promenade,RUE D',AUBERVILLIERS,75019,1959,,,,440.4281155,0,
11264,SQUARE DU QUAI DE LA SEINE,Promenades ouvertes,Square,QUAI DE LA,SEINE,75019,502,250,,Oui,143.2028485,1,Oui
11192,JARDINIERE VERTICALE DU 7 RUE DE LA MARSEILLAISE (CLOTURE),Murs v?g?talis?s,Murs vegetalises,RUE DE LA,MARSEILLAISE,75019,60,,,Non,110.8937626,1,
11197,JARDINIERE VERTICALE DU 47 ALLEE DARIUS MILHAUD,Murs v?g?talis?s,Murs vegetalises,ALLEE,DARIUS MILHAUD,75019,6,,,Non,34.15861005,11,
11468,TERRE-PLEIN DE LA PLACE DU MAQUIS DU VERCORS,D?corations sur la voie publique,Terre-plein,PLACE DU,MAQUIS DU VERCORS,75019,1048,1050,1050,Non,203.1696248,1,
681,PLATE-BANDE DE LA PLACE DE LA BATAILLE DE STALINGRAD,Jardinets d?coratifs,Plate-bande,PLACE DE LA,BATAILLE DE STALINGRAD,75019,1260,1720,1720,Non,639.3474689,14,
11775,PROMENADE PC 19 - DAMPIERRE - CAMBRAI,Jardins privatifs,Promenade,AVENUE,CORENTIN CARIOU,75019,8758,,,Oui,951.7554169,1,Non
11508,JARDIN PARTAGE DU 2 RUE AUGUSTIN THIERRY,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,AUGUSTIN THIERRY,75019,377,100,100,Oui,98.54505298,1,Non
655,JARDIN LUC HOFFMANN,Promenades ouvertes,Jardin,RUE DU,MAROC,75019,7355,6638,1897,Oui,445.0211775,1,Non
649,SQUARE MONSEIGNEUR MAILLET,Promenades ouvertes,Square,PLACE DES,FETES,75019,3753,3950,3750,Oui,248.2317452,1,Non
11199,JARDINIERE VERTICALE DU 7 RUE EUGENIE COTTON,Murs v?g?talis?s,Murs vegetalises,RUE,EUGENIE COTTON,75019,4,,,Non,12.38657293,1,
668,JARDIN DE NOTRE DAME DE FATIMA,Promenades ouvertes,Jardin,BOULEVARD,SERURIER,75019,3514,5395,2103,Non,328.3987649,1,Oui
670,SQUARE DU PETIT BOIS,Promenades ouvertes,Square,ALLEE,DARIUS MILHAUD,75019,1994,1950,1425,Oui,210.901829,1,Non
10895,JARDINIERES ANGLE DES RUES CURIAL - ARCHEREAU,D?corations sur la voie publique,Jardiniere,rue,CURIAL,75019,79,130,130,Non,125.8770444,3,
10898,JARDINIERES DU PARKING DE LA RUE ANDRE DUBOIS,D?corations sur la voie publique,Jardiniere,RUE,ANDRE DUBOIS,75019,59,44,44,Non,87.24144621,8,
11516,JARDIN PARTAGE L'ILOT LILAS,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,BELLEVILLE,75019,236,180,180,Oui,60.63680794,1,Non
11532,JARDINIERE VERTICALE DU 41 QUAI DE LA SEINE,Murs v?g?talis?s,Murs vegetalises,QUAI DE LA,SEINE,75019,1,,,Non,12.86683049,1,
729,25-01,P?riph?rique,Talus,,,75019,549,,,Non,262.120877,1,
11551,24-08,P?riph?rique,Talus,,,75019,990,,,Non,194.5020308,1,
11742,ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES,Promenades ouvertes,Espace Vert,PLACE DE L',EDIT DE NANTES,75019,594,591,250,Non,99.7320808,1,Oui
11094,ESPACE VERT DU CENTRE SPORTIF LADOUMEGUE,Etablissements sportifs,Espace Vert,ROUTE DES,PETITS PONTS,75019,65632,11800,11800,Oui,1436.739997,1,Non
11187,JARDINIERE VERTICALE DU 15 RUE REBEVAL,Murs v?g?talis?s,Murs vegetalises,RUE,REBEVAL,75019,30,,,Non,65.55181143,1,
10952,JARDINIERES DU BOULEVARD DE LA VILLETTE,D?corations sur la voie publique,Jardiniere,BOULEVARD DE LA,VILLETTE,75019,1229,1500,1500,Non,1196.905946,24,
11474,PLATE-BANDES DU COURS D'AUBERVILLIERS,D?corations sur la voie publique,Plate-bande,BOULEVARD,MACDONALD,75019,3528,3350,3350,Non,622.5818223,7,
11528,JARDIN PARTAGE DU 93 RUE DE CRIMEE,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE DE,CRIMEE,75019,249,250,250,Oui,77.93979975,1,Non
11530,JARDINIERE VERTICALE DU 3 SENTE DES DOREES,Murs v?g?talis?s,Murs vegetalises,SENTE DES,DOREES,75019,3,,,Non,19.35405418,7,
722,24-00,P?riph?rique,Talus,,,75019,1101,,,Non,316.6107785,1,
727,24-11,P?riph?rique,Talus,,,75019,2394,,,Non,426.829835,1,
11479,JARDINIERES T3 CHAUMONT - PANTIN,D?corations sur la voie publique,Jardiniere,VOIE,CZ/19,75019,409,500,500,Non,93.28458047,1,
10703,JARDINIERES AVENUE JEAN JAURES,Jardinets d?coratifs,Jardiniere,AVENUE,JEAN JAURES,75019,4493,3500,3500,Non,2286.502884,47,
680,PLATE-BANDES DU BOULEVARD SERURIER ESPACE CANIN,Promenades ouvertes,Plate-bande,BOULEVARD,SERURIER,75019,2379,3920,3920,Oui,258.7499818,1,Oui
667,JARDIN DE LA RUE COMPANS,Promenades ouvertes,Jardin,RUE,COMPANS,75019,2386,2444,1269,Oui,243.7535027,1,Non
10956,JARDINIERE ANGLE DES RUES DES ALOUETTES - CARDUCCI,D?corations sur la voie publique,Jardiniere,RUE,CARDUCCI,75019,22,25,25,Non,24.59638697,1,
11465,JARDIN PROMENADE CESARIA EVORA,Promenades ouvertes,Jardin,RUE,CESARIA EVORA,75019,9206,8500,,Non,1295.684725,1,Oui
11475,JARDINIERES DES DARSES DU BASSIN DE LA VILLETTE,D?corations sur la voie publique,Jardiniere,QUAI DE LA,SEINE,75019,847,600,600,Non,262.7896026,4,
11470,JARDINIERE DE LA RUE DES MARCHAIS,D?corations sur la voie publique,Jardiniere,RUE DES,MARCHAIS,75019,62,62,62,Non,60.86660701,1,
11485,PLATE-BANDES DU BOULEVARD MACDONALD,D?corations sur la voie publique,Plate-bande,BOULEVARD,MACDONALD,75019,1835,1850,1850,Non,663.8718796,17,
730,26-03,P?riph?rique,Talus,,,75019,2130,,,Non,399.6729635,1,
11754,JARDINIERE VERTICALE DE LA RUE PAUL LAURENT,Murs v?g?talis?s,Murs vegetalises,RUE DU,MAROC,75019,0,,,Non,6.31984121,3,
11773,PROMENADE PC 19 - BUTTES CHAUMONT - JEAN JAURES,Jardins privatifs,Promenade,RUE DE,CRIMEE,75019,9475,,,Oui,1407.708456,4,Non
11957,JARDINETS DE LA PLACE DES FETES EXTENSION 2019,D?corations sur la voie publique,Jardinet,RUE,LOUISE THULIEZ,75019,563,560,560,Non,295.0337096,18,
657,SQUARE DE LA PORTE DE LA VILLETTE,Promenades ouvertes,Square,RUE DU,CHEMIN DE FER,75019,9185,9359,4642,Non,664.613023,1,Oui
658,SQUARE DE LA RUE CURIAL,Promenades ouvertes,Square,RUE,CURIAL,75019,628,875,648,Oui,100.6734259,1,Non
674,JARDIN ANAIS NIN,Promenades ouvertes,Jardin,RUE,JEAN OBERLE,75019,3208,3200,,Non,340.7573609,1,Oui
11190,JARDINIERE VERTICALE DU 21 ALLEE DARIUS MILHAUD,Murs v?g?talis?s,Murs vegetalises,ALLEE,DARIUS MILHAUD,75019,49,,,Non,132.0941423,14,
10904,JARDINIERES DU 34 DE LA RUE PETIT,D?corations sur la voie publique,Jardiniere,RUE,PETIT,75019,163,184,184,Non,77.15669971,2,
11484,JARDINIERE RUE CESARIA EVORA,D?corations sur la voie publique,Jardiniere,RUE D',AUBERVILLIERS,75019,351,800,800,Non,250.9415166,1,
11510,JARDIN DU VER TETU,Promenades ouvertes,Jardin,RUE,COLETTE MAGNY,75019,4627,5000,5000,Oui,334.2372142,1,Non
11822,JARDINIERES DU QUAI DE LA GARONNE,D?corations sur la voie publique,Jardiniere,QUAI DE LA,GARONNE,75019,160,160,160,Non,,13,
11908,JARDINIERE VERTICALE DU 339B RUE DE BELLEVILLE,Murs v?g?talis?s,Murs vegetalises,RUE DE,BELLEVILLE,75019,3,,,Non,,0,
672,MAIL EMILE BOLLAERT,Promenades ouvertes,Mail,AVENUE DE LA,PORTE D'AUBERVILLIERS,75019,7530,9160,7495,Non,779.3311271,1,Oui
10968,JARDIN HEROLD,Promenades ouvertes,Jardin,RUE,FRANCIS PONGE,75019,2957,1065,,Oui,313.456949,1,Non
11191,JARDINIERE VERTICALE DU 7 RUE DE LA MARSEILLAISE (LOCAUX),Murs v?g?talis?s,Murs vegetalises,RUE DE LA,MARSEILLAISE,75019,21,,,Non,36.45646569,2,
10896,JARDINIERE ANGLE DES RUES MELINGUE - FESSART,D?corations sur la voie publique,Jardiniere,RUE,FESSART,75019,23,22,22,Non,22.41269062,1,
10897,JARDINIERES ANGLE DES RUES DE ROMAINVILLE - DE BELLEVILLE,D?corations sur la voie publique,Jardiniere,RUE DE,BELLEVILLE,75019,51,34,34,Non,47.51152013,2,
10906,JARDINIERE ANGLE DES RUES DE BELLEVUE - DES LILAS,D?corations sur la voie publique,Jardiniere,RUE DES,LILAS,75019,46,50,50,Non,28.13680541,1,
11227,DECORATION DE LA PLACE DU GENERAL COCHET,D?corations sur la voie publique,Decoration,SENTE DES,DOREES,75019,402,380,380,Non,107.8211003,1,
10907,JARDINIERE ANGLE DES RUES DU HAINAUT - PETIT,D?corations sur la voie publique,Jardiniere,RUE DU,HAINAUT,75019,51,50,50,Non,25.44858093,1,
663,JARDIN DE L'ILOT RIQUET,Promenades ouvertes,Jardin,RUE DU,DOCTEUR LAMAZE,75019,8331,14510,6857,Non,915.7456729,1,Oui
11519,JARDIN PARTAGE LE JARDIN D'LEON,"Eph?m?res, partag?s, p?dagogiques",Jardin partage,RUE,LEON GIRAUD,75019,420,400,400,Oui,81.46991231,1,Non
